strain,date,state,county,country
1000-X70047,3/15/2020,WA,Pierce,USA
10028-F21970,5/29/2020,WA,King,USA
10029-F21926,5/29/2020,WA,King,USA
10031-F21931,5/29/2020,WA,King,USA
10036-F21965,5/29/2020,WA,King,USA
10039-F21925,5/29/2020,WA,King,USA
10040-F21927,5/29/2020,WA,King,USA
10042-F22003,5/29/2020,WA,King,USA
1005-X69709,3/14/2020,WA,King,USA
10088-F21994,5/29/2020,WA,King,USA
10089-F22005,5/29/2020,WA,King,USA
10090-F21907,5/29/2020,WA,King,USA
10091-F22002,5/29/2020,WA,King,USA
10093-F21936,5/29/2020,WA,King,USA
10094-F22013,5/29/2020,WA,King,USA
10102-F22012,5/29/2020,WA,King,USA
10106-F21905,5/29/2020,WA,King,USA
10107-F21935,5/29/2020,WA,King,USA
10108-F21932,5/29/2020,WA,King,USA
1011-X69274,3/14/2020,WA,King,USA
10110-F21960,5/29/2020,WA,King,USA
10114-F21989,5/29/2020,WA,King,USA
10117-F22023,5/29/2020,WA,King,USA
10118-F22011,5/29/2020,WA,King,USA
10127-F21910,5/29/2020,WA,King,USA
10128-F21950,5/29/2020,WA,King,USA
10129-F21995,5/29/2020,WA,King,USA
1013-X70162,3/15/2020,WA,Pierce,USA
10130-F21982,5/29/2020,WA,King,USA
10131-F21991,5/29/2020,WA,King,USA
10136-S81294,5/30/2020,WA,King,USA
10138-F22026,5/29/2020,WA,King,USA
10158-T20271,6/1/2020,WA,Pierce,USA
10159-T21284,6/2/2020,WA,King,USA
10161-T29399,6/2/2020,WA,King,USA
10163-M10823,6/1/2020,WA,Pierce,USA
10174-M92775,6/1/2020,WA,Chelan,USA
1018-M58579,3/16/2020,WA,King,USA
10185-M94804,6/1/2020,WA,King,USA
10187-M89458,6/1/2020,WA,King,USA
10189-T19943,6/1/2020,WA,Yakima,USA
10190-X49561,5/31/2020,WA,Pierce,USA
10191-M86762,6/1/2020,WA,King,USA
10197-M93397,6/1/2020,WA,King,USA
10199-M83693,6/1/2020,WA,King,USA
1020-M62499,3/16/2020,WA,King,USA
10206-X49555,5/31/2020,WA,Pierce,USA
1021-M62392,3/16/2020,WA,King,USA
10212-X49570,5/31/2020,WA,Pierce,USA
10213-X49594,5/31/2020,WA,Pierce,USA
10216-X49563,5/31/2020,WA,Pierce,USA
10217-S85431,5/30/2020,WA,Pierce,USA
10230-S85415,5/30/2020,WA,Pierce,USA
10231-S85411,5/30/2020,WA,Pierce,USA
1024-X70064,3/15/2020,WA,King,USA
10247-M10889,6/1/2020,WA,Pierce,USA
1025-F78935,3/13/2020,WA,King,USA
10250-M10916,6/1/2020,WA,Pierce,USA
10272-W84658,6/3/2020,WA,Pierce,USA
10277-T31182,6/2/2020,WA,Pierce,USA
10283-W81216,6/3/2020,WA,King,USA
10284-W81292,6/3/2020,WA,King,USA
10286-W81289,6/3/2020,WA,King,USA
10298-W81188,6/3/2020,WA,King,USA
10305-W87583,6/3/2020,WA,King,USA
10306-W81308,6/3/2020,WA,King,USA
1031-M62823,3/13/2020,MN,Olmsted,USA
10317-W93105,6/3/2020,WA,Pierce,USA
10339-X53611,6/7/2020,WA,King,USA
10365-W94273,6/3/2020,WA,Pierce,USA
1037-M61305,3/16/2020,WA,King,USA
10380-F29401,6/4/2020,WA,Yakima,USA
10381-F29437,6/4/2020,WA,Yakima,USA
10383-H28416,6/4/2020,WA,Pierce,USA
1039-M62096,3/14/2020,CT,Fairfield,USA
10392-F37095,6/5/2020,WA,King,USA
10394-F37094,6/5/2020,WA,King,USA
10396-F35735,6/5/2020,WA,King,USA
10402-F28198,6/5/2020,WA,King,USA
10403-F28261,6/5/2020,WA,King,USA
10404-F28221,6/5/2020,WA,King,USA
10408-F28276,6/5/2020,WA,King,USA
1041-M61875,3/13/2020,CT,Fairfield,USA
10411-F37363,6/5/2020,NA,NA,USA
10420-S87690,6/5/2020,WA,Pierce,USA
10424-S89454,6/5/2020,OR,Deschutes,USA
10435-S89137,6/6/2020,WA,King,USA
10438-S88173,6/6/2020,WA,King,USA
10439-F40369,6/5/2020,WA,Pierce,USA
10442-F40270,6/5/2020,WA,Pierce,USA
10444-F31144,6/6/2020,WA,King,USA
10447-F40492,6/5/2020,WA,Pierce,USA
10449-X53648,6/7/2020,WA,King,USA
10453-S93102,6/6/2020,WA,Pierce,USA
10455-S93147,6/6/2020,WA,Pierce,USA
10459-X54080,6/7/2020,WA,Spokane,USA
1046-M63014,3/16/2020,WA,King,USA
10464-S93132,6/6/2020,WA,Pierce,USA
10465-X55555,6/7/2020,WA,Pierce,USA
10471-X55580,6/7/2020,WA,Pierce,USA
10472-X55587,6/7/2020,WA,Pierce,USA
10473-X55519,6/7/2020,WA,Pierce,USA
10479-M19418,6/8/2020,WA,King,USA
1048-M61908,3/16/2020,WA,King,USA
10485-M22314,6/8/2020,WA,King,USA
10496-M22729,6/8/2020,WA,Chelan,USA
1050-M62712,3/16/2020,WA,King,USA
10501-M19137,6/8/2020,WA,Spokane,USA
10508-T33579,6/8/2020,WA,Pierce,USA
1051-M61033,3/16/2020,WA,King,USA
10510-F21958,5/29/2020,WA,King,USA
10511-F21952,5/29/2020,WA,King,USA
10512-F21951,5/29/2020,WA,King,USA
10521-F21954,5/29/2020,WA,King,USA
10523-F25788,5/29/2020,WA,King,USA
1053-M62959,3/16/2020,WA,King,USA
10530-F21966,5/29/2020,WA,King,USA
10531-T33301,6/8/2020,WA,Yakima,USA
10533-T42938,6/9/2020,WA,King,USA
1055-M59498,3/16/2020,WA,King,USA
10552-H31970,6/11/2020,WA,Pierce,USA
10582-H41694,6/11/2020,WA,King,USA
10588-H45376,6/11/2020,WA,Pierce,USA
10599-S13062,6/13/2020,WA,King,USA
10612-F55992,6/12/2020,WA,Jefferson,USA
10613-F50434,6/12/2020,WA,Grant,USA
10621-T46508,6/9/2020,WA,King,USA
1064-M63188,3/13/2020,MN,Olmsted,USA
10648-T45709,6/9/2020,WA,Snohomish,USA
10652-T34905,6/9/2020,WA,Okanogan,USA
10653-T45718,6/9/2020,WA,Snohomish,USA
10654-T44590,6/9/2020,WA,Pierce,USA
10655-T44574,6/9/2020,WA,Pierce,USA
10658-T42988,6/9/2020,WA,King,USA
1066-M63519,3/16/2020,WA,King,USA
10663-T45923,6/9/2020,WA,Snohomish,USA
10669-T45728,6/9/2020,WA,Thurston,USA
10681-T46782,6/9/2020,WA,Spokane,USA
10685-T45852,6/9/2020,WA,Snohomish,USA
10687-W11689,6/9/2020,WA,King,USA
10688-T46444,6/9/2020,WA,Pierce,USA
1069-M64201,3/16/2020,WA,King,USA
10691-T43009,6/9/2020,WA,King,USA
10696-W15403,6/10/2020,WA,King,USA
10697-T41332,6/9/2020,WA,King,USA
10698-W15213,6/10/2020,WA,King,USA
1070-M64194,3/16/2020,WA,King,USA
10700-T42235,6/9/2020,WA,King,USA
10766-H35888,6/11/2020,WA,King,USA
10769-H45360,6/11/2020,WA,Pierce,USA
1077-M57631,3/16/2020,WA,Pierce,USA
1079-M62454,3/16/2020,WA,King,USA
10795-F51169,6/12/2020,WA,Chelan,USA
10818-F49103,6/13/2020,WA,King,USA
1082-M65636,3/16/2020,WA,Snohomish,USA
10826-F56961,6/12/2020,WA,Pierce,USA
10831-F56956,6/12/2020,WA,Pierce,USA
10834-F56939,6/12/2020,WA,Pierce,USA
10853-S18921,6/11/2020,NA,NA,USA
1086-T65413,3/16/2020,WA,Snohomish,USA
10868-S19506,6/11/2020,NA,NA,USA
1088-X70366,3/15/2020,WA,Pierce,USA
10902-S18748,6/11/2020,NA,NA,USA
1091-M61596,3/13/2020,MN,Olmsted,USA
1092-H63069,3/13/2020,MN,Olmsted,USA
10932-M40670,6/15/2020,WA,Pierce,USA
1094-M61507,3/14/2020,CT,Fairfield,USA
10948-S19344,6/13/2020,WA,Pierce,USA
10952-S19365,6/13/2020,WA,Pierce,USA
10953-S19208,6/13/2020,WA,Pierce,USA
10960-X60825,6/14/2020,WA,Spokane,USA
10983-M37513,6/15/2020,WA,King,USA
1099-M62174,3/14/2020,CT,Fairfield,USA
11002-M37459,6/15/2020,WA,King,USA
1101-M62084,3/13/2020,MN,Olmsted,USA
1102-M61761,3/14/2020,CT,Fairfield,USA
1103-M61749,3/14/2020,CT,Fairfield,USA
11036-T62608,6/16/2020,WA,King,USA
11038-T64073,6/16/2020,WA,Pierce,USA
1104-M61773,3/14/2020,CT,Fairfield,USA
11040-T63993,6/16/2020,WA,Pierce,USA
11043-T63995,6/16/2020,WA,Pierce,USA
1105-M61838,3/13/2020,CT,Fairfield,USA
11059-W35923,6/17/2020,WA,Chelan,USA
11072-W40935,6/17/2020,WA,Pierce,USA
11074-T63752,6/16/2020,WA,Spokane,USA
11076-W36752,6/17/2020,WA,Spokane,USA
11078-W26566,6/17/2020,WA,King,USA
1108-M60117,3/13/2020,Unknown,Unknown,USA
11089-H49519,6/18/2020,WA,King,USA
1109-M58280,3/16/2020,WA,King,USA
11090-W42326,6/17/2020,WA,Pierce,USA
11098-W42259,6/17/2020,WA,Pierce,USA
1111-M62995,3/16/2020,WA,King,USA
11115-H60949,6/18/2020,WA,King,USA
1113-M61313,3/13/2020,MN,Olmsted,USA
11142-S23257,6/20/2020,WA,King,USA
11144-S25764,6/18/2020,OR,Deschutes,USA
1116-M65437,3/13/2020,IL,Cook,USA
11165-F67917,6/19/2020,WA,Chelan,USA
11168-F67961,6/19/2020,WA,Chelan,USA
1117-M65402,3/13/2020,IL,Cook,USA
11187-H62882,6/18/2020,WA,Pierce,USA
11193-W42088,6/17/2020,WA,Spokane,USA
11196-F63166,6/19/2020,WA,King,USA
11208-M39463,6/15/2020,Unknown,Unknown,USA
11259-F71826,6/19/2020,WA,Snohomish,USA
11263-F71901,6/18/2020,WA,King,USA
1127-T66142,3/17/2020,WA,King,USA
11270-S27150,6/20/2020,WA,King,USA
11277-S30575,6/20/2020,WA,Spokane,USA
11278-S30407,6/20/2020,WA,Spokane,USA
11279-X64528,6/21/2020,WA,King,USA
1128-T68224,3/16/2020,WA,King,USA
11280-F73873,6/19/2020,WA,Pierce,USA
11285-F73856,6/19/2020,WA,Pierce,USA
11287-F74013,6/19/2020,WA,Spokane,USA
11289-S24270,6/20/2020,WA,King,USA
11290-S23633,6/20/2020,WA,King,USA
11293-X65585,6/21/2020,WA,King,USA
11297-X67600,6/21/2020,WA,King,USA
11300-S30889,6/20/2020,WA,Spokane,USA
11309-M47600,6/22/2020,WA,King,USA
1131-S11724,3/14/2020,WA,Pierce,USA
11324-M54862,6/22/2020,WA,King,USA
11325-M55219,6/22/2020,WA,King,USA
11328-M53892,6/22/2020,WA,King,USA
1133-M64405,3/16/2020,WA,King,USA
11338-M53841,6/22/2020,WA,King,USA
1134-M62610,3/13/2020,MN,Olmsted,USA
11341-M49454,6/22/2020,WA,Chelan,USA
11345-X68056,6/21/2020,WA,Pierce,USA
11347-M49429,6/22/2020,WA,King,USA
11349-X68050,6/21/2020,WA,Pierce,USA
1135-M62624,3/13/2020,MN,Olmsted,USA
11350-M55179,6/22/2020,WA,King,USA
1136-M62022,3/14/2020,CT,Fairfield,USA
1137-M64463,3/12/2020,IL,Cook,USA
1139-M58292,3/13/2020,IL,Cook,USA
11391-W45100,6/23/2020,WA,Pierce,USA
11394-T72611,6/23/2020,WA,King,USA
11399-M49703,6/23/2020,WA,King,USA
11401-T70879,6/23/2020,WA,King,USA
1141-M64858,3/13/2020,IL,Cook,USA
11425-M55266,6/22/2020,WA,King,USA
11436-T79797,6/23/2020,WA,Pierce,USA
11437-T79799,6/23/2020,WA,Pierce,USA
11438-M54564,6/22/2020,WA,King,USA
11442-T77823,6/23/2020,WA,King,USA
11443-T77638,6/23/2020,WA,King,USA
11447-T78100,6/23/2020,WA,King,USA
11449-T73570,6/23/2020,WA,Spokane,USA
11453-T72200,6/23/2020,WA,Spokane,USA
11454-T75526,6/23/2020,WA,Spokane,USA
11455-M58715,6/22/2020,WA,Spokane,USA
11457-M37754,6/15/2020,WA,King,USA
11459-M40726,6/15/2020,WA,Pierce,USA
1146-T64252,3/17/2020,WA,King,USA
11469-T81316,6/23/2020,WA,Pierce,USA
11472-T81303,6/23/2020,WA,Pierce,USA
11478-T81286,6/23/2020,WA,Pierce,USA
11480-T81522,6/23/2020,WA,Pierce,USA
11481-T81290,6/23/2020,WA,Pierce,USA
11484-W50287,6/24/2020,WA,King,USA
11487-W47587,6/24/2020,WA,King,USA
11488-W55619,6/24/2020,WA,King,USA
11489-W55214,6/24/2020,WA,King,USA
11499-W55520,6/24/2020,WA,King,USA
11512-W54494,6/24/2020,WA,King,USA
11513-W55304,6/24/2020,WA,King,USA
11518-F74057,6/19/2020,WA,Pierce,USA
11519-S31312,6/20/2020,WA,Pierce,USA
11521-S31310,6/20/2020,WA,Pierce,USA
11526-X68074,6/21/2020,WA,Pierce,USA
11529-X68105,6/21/2020,WA,Pierce,USA
11530-X68126,6/21/2020,WA,Pierce,USA
11533-X68169,6/21/2020,WA,Pierce,USA
11537-X68112,6/21/2020,WA,Pierce,USA
11538-X68113,6/21/2020,WA,Pierce,USA
11544-M56692,6/22/2020,WA,Snohomish,USA
11556-M53358,6/22/2020,WA,Chelan,USA
11561-M56991,6/22/2020,WA,Pierce,USA
11562-M57025,6/22/2020,WA,Pierce,USA
11564-M53541,6/22/2020,WA,Chelan,USA
11566-M53537,6/22/2020,WA,Chelan,USA
1157-T69071,3/17/2020,WA,King,USA
11571-M57353,6/22/2020,WA,King,USA
11572-X68214,6/21/2020,WA,Spokane,USA
11576-M58557,6/22/2020,WA,Pierce,USA
1158-T68663,3/17/2020,WA,King,USA
11580-M58354,6/22/2020,WA,Pierce,USA
11589-T78731,6/23/2020,WA,King,USA
1159-T68874,3/17/2020,WA,King,USA
11592-T73819,6/23/2020,WA,King,USA
11602-W42285,6/17/2020,WA,Pierce,USA
11608-W26870,6/17/2020,WA,King,USA
11611-H53888,6/18/2020,WA,King,USA
11616-W42802,6/17/2020,WA,Snohomish,USA
1162-M63325,3/16/2020,WA,King,USA
11625-H59391,6/18/2020,WA,King,USA
1163-M63241,3/16/2020,WA,King,USA
11630-H59866,6/18/2020,WA,Chelan,USA
11633-W42891,6/17/2020,WA,Spokane,USA
11635-F60088,6/19/2020,WA,King,USA
11636-H56590,6/18/2020,WA,Chelan,USA
11640-H62983,6/18/2020,WA,Pierce,USA
11645-F65589,6/19/2020,WA,King,USA
11648-H62841,6/18/2020,WA,Pierce,USA
11652-F65108,6/19/2020,WA,King,USA
11656-H62721,6/18/2020,WA,Spokane,USA
11661-S26412,6/20/2020,WA,King,USA
11664-S24284,6/20/2020,WA,King,USA
11668-F74039,6/19/2020,WA,Pierce,USA
11671-X67289,6/21/2020,WA,King,USA
11673-S31192,6/20/2020,WA,Pierce,USA
1169-T68406,3/16/2020,WA,King,USA
11701-T60372,6/16/2020,WA,King,USA
11703-T55008,6/16/2020,WA,King,USA
11707-M41744,6/15/2020,WA,Thurston,USA
11709-M40706,6/15/2020,WA,Pierce,USA
1171-T66891,3/17/2020,WA,Pierce,USA
11710-M40715,6/15/2020,WA,Pierce,USA
1172-M65603,3/16/2020,Unknown,Unknown,USA
11722-T59270,6/16/2020,WA,King,USA
11728-T63933,6/16/2020,WA,Pierce,USA
1174-M64563,3/16/2020,WA,Skagit,USA
11742-W34372,6/16/2020,OR,Deschutes,USA
11761-W55527,6/24/2020,WA,King,USA
11762-W53812,6/24/2020,WA,Spokane,USA
11763-W51619,6/24/2020,WA,Spokane,USA
11764-W53388,6/24/2020,WA,Chelan,USA
11765-W53611,6/24/2020,WA,Chelan,USA
1177-X70540,3/15/2020,WA,King,USA
11775-W53544,6/24/2020,WA,Chelan,USA
1178-M63659,3/16/2020,WA,King,USA
11780-W57627,6/24/2020,WA,Pierce,USA
1179-M63552,3/16/2020,WA,King,USA
11813-W54203,6/24/2020,WA,King,USA
1182-M65265,3/13/2020,IL,Cook,USA
11823-H76316,6/25/2020,WA,King,USA
11829-H75223,6/25/2020,WA,King,USA
11832-H75801,6/25/2020,WA,Chelan,USA
11836-W59010,6/24/2020,WA,Spokane,USA
1186-M60951,3/16/2020,WA,King,USA
11869-F88308,6/26/2020,WA,Chelan,USA
1189-M64316,3/16/2020,WA,Skagit,USA
1190-M64415,3/16/2020,WA,Skagit,USA
11903-H79635,6/25/2020,WA,Pierce,USA
11906-W59497,6/24/2020,WA,Spokane,USA
11909-W59620,6/24/2020,WA,Spokane,USA
11915-W59505,6/24/2020,WA,Spokane,USA
11918-W59543,6/24/2020,WA,Spokane,USA
11919-W58842,6/24/2020,WA,Spokane,USA
11929-S28119,6/20/2020,Unknown,Unknown,USA
1194-M65730,3/16/2020,WA,Pierce,USA
11989-T81490,6/23/2020,WA,Pierce,USA
12027-W54547,6/24/2020,WA,King,USA
1203-T66314,3/16/2020,WA,Skagit,USA
12067-S41375,6/27/2020,WA,Pierce,USA
12068-S41572,6/27/2020,WA,Pierce,USA
12069-S41480,6/27/2020,WA,Pierce,USA
12070-S41573,6/27/2020,WA,Pierce,USA
12078-M58500,6/22/2020,WA,Pierce,USA
12085-M51713,6/22/2020,WA,Kitsap,USA
12088-M48626,6/19/2020,OR,Deschutes,USA
1209-M64894,3/13/2020,IL,Cook,USA
12097-F73976,6/19/2020,WA,Spokane,USA
12098-H79688,6/25/2020,WA,Pierce,USA
12112-W60248,6/24/2020,WA,Pierce,USA
12117-W60313,6/24/2020,WA,Pierce,USA
1212-M61970,3/16/2020,WA,Pierce,USA
12127-H79708,6/25/2020,WA,Pierce,USA
12134-F87066,6/26/2020,WA,King,USA
12140-F87114,6/26/2020,WA,King,USA
12141-F86261,6/26/2020,WA,King,USA
12149-H80169,6/25/2020,WA,Spokane,USA
1215-T69831,3/17/2020,WA,King,USA
12158-F89651,6/26/2020,WA,Thurston,USA
1216-T69571,NA,no container ID,no container ID,USA
12162-F84964,6/26/2020,WA,Chelan,USA
12163-F84966,6/26/2020,WA,Chelan,USA
12164-F87890,6/26/2020,WA,Chelan,USA
12167-F87060,6/26/2020,WA,King,USA
1217-T70785,3/17/2020,WA,King,USA
12171-F85633,6/26/2020,WA,King,USA
12173-F87188,6/26/2020,WA,King,USA
1224-T65893,3/16/2020,WA,Skagit,USA
1226-T66707,3/16/2020,WA,Pierce,USA
12264-F87137,6/26/2020,WA,King,USA
1228-M62113,3/16/2020,WA,King,USA
12283-S39215,6/27/2020,WA,King,USA
1229-M64688,3/16/2020,WA,King,USA
1231-S11950,NA,no container ID,no container ID,USA
1232-M63438,3/16/2020,WA,King,USA
12324-F84497,6/27/2020,WA,King,USA
12332-S38764,6/27/2020,WA,King,USA
12333-S38878,6/27/2020,WA,King,USA
12334-S39555,6/27/2020,WA,King,USA
12338-S39127,6/27/2020,WA,King,USA
12340-S39303,6/27/2020,WA,King,USA
12348-S39386,6/27/2020,WA,King,USA
1235-T62577,3/15/2020,WA,King,USA
12352-S39646,6/27/2020,WA,King,USA
12355-S39282,6/27/2020,WA,King,USA
12356-S39462,6/27/2020,WA,King,USA
12359-S39244,6/27/2020,WA,King,USA
12360-S38660,6/27/2020,WA,King,USA
12361-S37848,6/27/2020,WA,King,USA
12362-S38951,6/27/2020,WA,King,USA
12364-S39274,6/27/2020,WA,King,USA
12367-S37982,6/27/2020,WA,King,USA
12368-S39148,6/27/2020,WA,King,USA
1237-M63258,3/16/2020,WA,King,USA
12370-S38365,6/27/2020,WA,King,USA
12371-S39493,6/27/2020,WA,King,USA
12372-S39236,6/27/2020,WA,King,USA
12377-S39425,6/27/2020,WA,King,USA
12378-S38139,6/27/2020,WA,King,USA
1238-X70597,3/15/2020,WA,Pierce,USA
12384-S38468,6/27/2020,WA,King,USA
12388-F82880,6/27/2020,WA,King,USA
12389-F83717,6/27/2020,WA,King,USA
12390-F83618,6/27/2020,WA,King,USA
12391-F82819,6/27/2020,WA,King,USA
12392-S37998,6/27/2020,WA,King,USA
12395-F89339,6/26/2020,WA,Spokane,USA
12396-F90909,6/26/2020,WA,Spokane,USA
12398-S38082,6/27/2020,WA,King,USA
1240-T62488,3/16/2020,WA,King,USA
12400-F90170,6/26/2020,WA,Pierce,USA
12401-S38140,6/27/2020,WA,King,USA
1241-S12130,3/14/2020,WA,Spokane,USA
1242-T63699,3/16/2020,WA,Skagit,USA
12436-S39572,6/27/2020,WA,King,USA
12437-S38957,6/27/2020,WA,King,USA
1244-M62590,3/16/2020,WA,King,USA
12440-S38777,6/27/2020,WA,King,USA
12443-S38380,6/27/2020,WA,King,USA
12446-S38167,6/27/2020,WA,King,USA
1245-M65741,3/16/2020,WA,King,USA
1247-M65743,3/16/2020,WA,King,USA
12478-X71985,6/29/2020,WA,King,USA
12488-M69133,6/29/2020,WA,King,USA
1250-M65031,3/16/2020,WA,King,USA
12516-X72782,6/28/2020,WA,Pierce,USA
12521-F90230,6/26/2020,WA,Pierce,USA
12531-F89218,6/26/2020,WA,Spokane,USA
12539-S41319,6/27/2020,WA,Pierce,USA
12542-S37519,6/27/2020,WA,Spokane,USA
12543-X73236,6/27/2020,WA,King,USA
12548-F90203,6/26/2020,WA,Pierce,USA
1255-T64269,3/16/2020,WA,Snohomish,USA
12557-F91173,6/26/2020,WA,Pierce,USA
1256-T64988,3/16/2020,WA,Snohomish,USA
1257-T64971,3/16/2020,WA,Snohomish,USA
12570-F89141,6/26/2020,WA,Spokane,USA
12575-F91170,6/26/2020,WA,Pierce,USA
12576-F88972,6/26/2020,WA,Spokane,USA
12578-S37277,6/27/2020,WA,Spokane,USA
1258-T64763,3/16/2020,WA,King,USA
12582-S42029,6/26/2020,WA,Franklin,USA
12593-F91098,6/26/2020,WA,Pierce,USA
12594-S41430,6/27/2020,WA,Pierce,USA
12596-S41435,6/27/2020,WA,Pierce,USA
12598-S41447,6/27/2020,WA,Pierce,USA
12600-S42196,6/27/2020,WA,Spokane,USA
12601-X73427,6/28/2020,WA,Spokane,USA
12602-X73428,6/28/2020,WA,Spokane,USA
12604-S42254,6/27/2020,WA,Spokane,USA
12611-X73915,6/28/2020,WA,Spokane,USA
12612-X73968,6/28/2020,WA,Spokane,USA
12613-X73606,6/28/2020,WA,Spokane,USA
12614-X73573,6/28/2020,WA,Spokane,USA
12621-S41624,6/27/2020,WA,Pierce,USA
12622-S41579,6/27/2020,WA,Pierce,USA
12624-X74617,6/28/2020,WA,Pierce,USA
12625-M62561,6/29/2020,WA,King,USA
12626-S42327,6/27/2020,WA,Pierce,USA
12627-X74695,6/28/2020,WA,Pierce,USA
12632-M63506,6/29/2020,WA,King,USA
12633-M64734,6/29/2020,WA,King,USA
12634-X74558,6/28/2020,WA,Pierce,USA
12637-X74532,6/28/2020,WA,Pierce,USA
12638-S42313,6/27/2020,WA,Pierce,USA
1264-M66160,3/16/2020,WA,Pierce,USA
12641-X74588,6/28/2020,WA,Pierce,USA
12645-M65697,6/26/2020,OR,Deschutes,USA
12646-M65482,6/26/2020,OR,Deschutes,USA
1265-M65342,3/13/2020,IL,Cook,USA
12652-M67750,6/29/2020,WA,King,USA
12653-M64761,6/29/2020,WA,King,USA
12657-M74810,6/29/2020,WA,King,USA
12658-M75027,6/29/2020,WA,King,USA
12659-M71570,6/29/2020,WA,King,USA
12660-M72519,6/29/2020,WA,King,USA
12671-M74102,6/29/2020,WA,King,USA
1268-W48597,3/17/2020,WA,Snohomish,USA
12685-M72343,6/29/2020,WA,King,USA
12686-M71667,6/29/2020,WA,King,USA
12689-M70196,6/29/2020,WA,King,USA
1269-T68625,3/17/2020,WA,King,USA
12693-M72011,6/29/2020,WA,King,USA
12703-F92363,6/26/2020,WA,Pierce,USA
12705-M76561,6/29/2020,WA,Pierce,USA
12706-M76324,6/29/2020,WA,Pierce,USA
12709-X74885,6/28/2020,WA,Pierce,USA
1271-M65924,3/16/2020,WA,Pierce,USA
12714-X74783,6/28/2020,WA,Spokane,USA
12716-T87951,6/30/2020,WA,King,USA
1272-M66035,3/16/2020,WA,Pierce,USA
12728-M71068,6/29/2020,WA,King,USA
1273-T71154,3/17/2020,WA,King,USA
12732-T85125,6/30/2020,WA,King,USA
12733-M72622,6/29/2020,WA,King,USA
1274-T68686,3/17/2020,WA,King,USA
12747-M76118,6/29/2020,WA,Pierce,USA
12758-T92386,6/27/2020,OR,Deschutes,USA
12760-M71162,6/29/2020,WA,King,USA
12761-T93865,6/29/2020,WA,King,USA
12762-T92987,6/27/2020,OR,Deschutes,USA
12763-T13445,6/30/2020,WA,Pierce,USA
12765-M71091,6/29/2020,WA,King,USA
12770-M71739,6/29/2020,WA,King,USA
12771-M71998,6/29/2020,WA,King,USA
12772-M71392,6/29/2020,WA,King,USA
12776-P10974,6/29/2020,Unknown,Unknown,USA
12777-P10963,6/29/2020,Unknown,Unknown,USA
12782-P10944,6/29/2020,Unknown,Unknown,USA
12785-M70726,6/29/2020,WA,King,USA
12796-M73032,6/29/2020,WA,Chelan,USA
12797-M73031,6/29/2020,WA,Chelan,USA
12801-T83440,6/29/2020,WA,Yakima,USA
1282-T70234,3/17/2020,WA,King,USA
12821-T93630,6/30/2020,WA,King,USA
12822-T91338,6/30/2020,WA,King,USA
12828-M72135,6/29/2020,WA,King,USA
12830-M69902,6/29/2020,WA,King,USA
12831-M71477,6/29/2020,WA,King,USA
12832-M71930,6/29/2020,WA,King,USA
12835-M71432,6/29/2020,WA,King,USA
12839-M71674,6/29/2020,WA,King,USA
12841-M71678,6/29/2020,WA,King,USA
12846-M72631,6/29/2020,WA,King,USA
12847-M70344,6/29/2020,WA,King,USA
12853-M71699,6/29/2020,WA,King,USA
12854-M72189,6/29/2020,WA,King,USA
12857-M71042,6/29/2020,WA,King,USA
12858-M72345,6/29/2020,WA,King,USA
12859-M72361,6/29/2020,WA,King,USA
12861-M72210,6/29/2020,WA,King,USA
12863-M70862,6/29/2020,WA,King,USA
12874-M66540,6/29/2020,WA,Okanogan,USA
12875-M64473,6/29/2020,WA,Okanogan,USA
12876-M62844,6/29/2020,WA,Okanogan,USA
12878-M75017,6/29/2020,WA,King,USA
12879-M74904,6/29/2020,WA,King,USA
12881-M73092,6/29/2020,WA,King,USA
12883-M72663,6/29/2020,WA,King,USA
12886-M72655,6/29/2020,WA,King,USA
12894-X74755,6/28/2020,WA,Chelan,USA
12898-M69321,6/29/2020,WA,Chelan,USA
12899-M64946,6/29/2020,WA,Okanogan,USA
12900-M67216,6/29/2020,WA,Okanogan,USA
12901-M68646,6/29/2020,WA,Chelan,USA
12902-M68758,6/29/2020,WA,Chelan,USA
12903-M73418,6/29/2020,WA,Chelan,USA
12907-M69466,6/29/2020,WA,Chelan,USA
12908-M73495,6/29/2020,WA,Chelan,USA
12909-T84160,6/29/2020,WA,Thurston,USA
1291-T72025,3/16/2020,Unknown,Unknown,USA
12911-M69552,6/29/2020,WA,Chelan,USA
1292-T72060,3/16/2020,Unknown,Unknown,USA
12921-M69965,6/29/2020,WA,Chelan,USA
12924-M72284,6/29/2020,WA,King,USA
12926-M70857,6/29/2020,WA,Chelan,USA
12930-M69572,6/29/2020,WA,Spokane,USA
12934-M70748,6/29/2020,WA,King,USA
12935-M72218,6/29/2020,WA,King,USA
12936-M72237,6/29/2020,WA,King,USA
12948-M71071,6/29/2020,WA,King,USA
12953-T10616,6/30/2020,WA,King,USA
12957-M76939,6/29/2020,WA,Pierce,USA
12962-T14584,6/30/2020,WA,Pierce,USA
12978-T14264,6/30/2020,WA,King,USA
13003-M76798,6/29/2020,WA,Pierce,USA
13013-W73274,6/30/2020,WA,King,USA
13015-T10178,6/30/2020,WA,King,USA
13016-T12487,6/30/2020,WA,King,USA
13018-L20157,7/1/2020,WA,King,USA
1302-M66117,3/16/2020,WA,Pierce,USA
13027-W74036,7/1/2020,WA,King,USA
13028-W74136,7/1/2020,WA,King,USA
